Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
OID-105412,2021-10-28,2021-11-04,Standard Class,CUST-3937,Consumer,India,Bangalore,Karnataka,South,Technology,Phones,Phones Product 242,1280.32,2,0.0,314.69
OID-105413,2021-05-08,2021-05-11,Standard Class,CUST-6122,Consumer,India,Pune,Karnataka,South,Furniture,Bookcases,Bookcases Product 82,2836.51,5,0.4,-280.51
OID-105414,2020-08-14,2020-08-18,Second Class,CUST-4688,Home Office,India,Delhi,Tamil Nadu,South,Furniture,Tables,Tables Product 123,2737.6,4,0.3,-524.12
OID-105415,2019-12-08,2019-12-10,First Class,CUST-2625,Consumer,India,Mumbai,West Bengal,Central,Technology,Phones,Phones Product 119,2067.34,3,0.4,91.19
OID-105416,2022-04-07,2022-04-08,Same Day,CUST-6350,Home Office,India,Kolkata,Karnataka,Central,Office Supplies,Labels,Labels Product 9,2036.01,3,0.0,605.81
OID-105417,2020-04-09,2020-04-14,Second Class,CUST-7310,Consumer,India,Ahmedabad,Tamil Nadu,West,Technology,Machines,Machines Product 243,929.88,5,0.0,-144.82
OID-105418,2021-05-08,2021-05-11,Second Class,CUST-2596,Home Office,India,Kolkata,Delhi,South,Technology,Accessories,Accessories Product 56,4545.36,1,0.3,1040.44
OID-105419,2020-08-18,2020-08-19,Second Class,CUST-2726,Corporate,India,Pune,Maharashtra,South,Technology,Machines,Machines Product 256,337.85,3,0.4,68.59
OID-105420,2019-11-30,2019-12-04,First Class,CUST-7194,Corporate,India,Chennai,Telangana,West,Furniture,Furnishings,Furnishings Product 169,1086.44,3,0.1,-164.26
OID-105421,2022-07-24,2022-07-28,Second Class,CUST-5405,Consumer,India,Chennai,Maharashtra,South,Office Supplies,Paper,Paper Product 21,1240.21,7,0.1,269.66
OID-105422,2019-12-09,2019-12-10,Same Day,CUST-9017,Consumer,India,Ahmedabad,Gujarat,East,Furniture,Bookcases,Bookcases Product 24,3213.21,10,0.0,952.27
OID-105423,2019-10-07,2019-10-14,Same Day,CUST-4877,Corporate,India,Bangalore,Telangana,West,Technology,Accessories,Accessories Product 259,4798.01,3,0.3,-845.15
OID-105424,2020-11-17,2020-11-20,Second Class,CUST-5560,Home Office,India,Chennai,Karnataka,Central,Office Supplies,Labels,Labels Product 261,780.65,4,0.4,56.72
OID-105425,2019-07-06,2019-07-09,Second Class,CUST-9650,Home Office,India,Kolkata,Telangana,South,Technology,Accessories,Accessories Product 1,2144.11,7,0.2,235.49
OID-105426,2019-03-03,2019-03-10,First Class,CUST-2890,Consumer,India,Pune,Gujarat,West,Furniture,Bookcases,Bookcases Product 286,4590.94,9,0.2,1373.15
OID-105427,2020-06-19,2020-06-23,Second Class,CUST-9774,Corporate,India,Mumbai,West Bengal,Central,Furniture,Chairs,Chairs Product 48,4883.71,1,0.2,-59.11
OID-105428,2019-04-09,2019-04-16,First Class,CUST-1551,Consumer,India,Ahmedabad,Maharashtra,Central,Furniture,Chairs,Chairs Product 121,2909.41,3,0.4,716.24
OID-105429,2021-12-28,2022-01-01,Same Day,CUST-1526,Consumer,India,Bangalore,Gujarat,Central,Technology,Phones,Phones Product 149,2108.87,4,0.2,539.94
OID-105430,2021-01-07,2021-01-13,First Class,CUST-4915,Consumer,India,Bangalore,Telangana,West,Technology,Phones,Phones Product 98,3577.4,4,0.4,729.82
OID-105431,2019-09-29,2019-10-04,Second Class,CUST-2497,Corporate,India,Pune,Telangana,Central,Technology,Machines,Machines Product 189,1341.11,2,0.0,-25.17
OID-105432,2019-05-13,2019-05-19,Same Day,CUST-1260,Consumer,India,Hyderabad,Telangana,South,Furniture,Furnishings,Furnishings Product 241,801.93,6,0.2,46.92
OID-105433,2022-07-06,2022-07-13,Same Day,CUST-6799,Consumer,India,Ahmedabad,West Bengal,Central,Furniture,Bookcases,Bookcases Product 130,1023.6,2,0.0,107.79
OID-105434,2019-04-02,2019-04-08,Same Day,CUST-1946,Home Office,India,Mumbai,Karnataka,West,Office Supplies,Storage,Storage Product 11,4835.92,4,0.1,926.05
OID-105435,2021-08-01,2021-08-02,First Class,CUST-1780,Home Office,India,Chennai,Karnataka,South,Technology,Accessories,Accessories Product 10,944.84,3,0.0,78.25
OID-105436,2020-06-30,2020-07-03,Same Day,CUST-6698,Consumer,India,Delhi,Karnataka,West,Office Supplies,Labels,Labels Product 129,685.44,9,0.4,148.15
OID-105437,2020-07-08,2020-07-14,Standard Class,CUST-8830,Consumer,India,Bangalore,West Bengal,Central,Technology,Machines,Machines Product 148,2890.43,8,0.1,775.32
OID-105438,2020-08-17,2020-08-22,First Class,CUST-5790,Consumer,India,Delhi,Gujarat,Central,Furniture,Furnishings,Furnishings Product 157,1621.21,10,0.0,-176.23
OID-105439,2020-12-19,2020-12-21,Same Day,CUST-9272,Home Office,India,Kolkata,Delhi,South,Technology,Copiers,Copiers Product 150,3102.11,6,0.3,612.91
OID-105440,2022-05-22,2022-05-24,First Class,CUST-1233,Home Office,India,Ahmedabad,Delhi,South,Technology,Accessories,Accessories Product 71,2076.4,2,0.3,216.28
OID-105441,2019-06-25,2019-06-27,Same Day,CUST-1731,Corporate,India,Bangalore,Delhi,South,Office Supplies,Paper,Paper Product 30,1842.64,10,0.1,-22.87
OID-105442,2020-09-25,2020-09-28,Same Day,CUST-4757,Home Office,India,Kolkata,Telangana,East,Furniture,Bookcases,Bookcases Product 155,2455.72,8,0.3,-301.78
OID-105443,2021-04-18,2021-04-24,First Class,CUST-5997,Home Office,India,Hyderabad,Tamil Nadu,West,Technology,Machines,Machines Product 273,1816.02,8,0.0,511.91
OID-105444,2019-08-20,2019-08-23,Same Day,CUST-7188,Home Office,India,Pune,West Bengal,South,Furniture,Tables,Tables Product 149,4683.93,10,0.4,1218.53
OID-105445,2021-06-27,2021-06-30,Same Day,CUST-9939,Home Office,India,Mumbai,Gujarat,West,Technology,Copiers,Copiers Product 284,2273.24,2,0.1,-355.51
OID-105446,2020-03-24,2020-03-26,Same Day,CUST-5159,Home Office,India,Kolkata,West Bengal,West,Office Supplies,Labels,Labels Product 238,3707.05,3,0.4,909.49
OID-105447,2022-03-07,2022-03-14,First Class,CUST-4176,Home Office,India,Bangalore,Tamil Nadu,South,Technology,Copiers,Copiers Product 293,3595.84,7,0.0,-100.02
OID-105448,2021-06-03,2021-06-08,Same Day,CUST-3290,Corporate,India,Bangalore,Tamil Nadu,Central,Technology,Machines,Machines Product 216,3258.68,1,0.3,805.35
OID-105449,2019-03-23,2019-03-28,Second Class,CUST-2322,Consumer,India,Pune,Gujarat,East,Furniture,Furnishings,Furnishings Product 7,4241.44,7,0.3,618.71
OID-105450,2021-01-30,2021-01-31,Standard Class,CUST-6607,Corporate,India,Delhi,West Bengal,West,Office Supplies,Art,Art Product 172,372.6,3,0.4,42.01
OID-105451,2020-04-17,2020-04-19,Standard Class,CUST-5525,Consumer,India,Chennai,Tamil Nadu,West,Furniture,Bookcases,Bookcases Product 1,1991.07,10,0.0,-81.2
OID-105452,2021-03-19,2021-03-23,Same Day,CUST-9650,Corporate,India,Ahmedabad,Maharashtra,Central,Office Supplies,Labels,Labels Product 156,3182.22,5,0.0,-28.87
OID-105453,2020-08-26,2020-08-28,Same Day,CUST-7249,Consumer,India,Hyderabad,Delhi,East,Office Supplies,Paper,Paper Product 297,3286.5,2,0.4,242.36
OID-105454,2020-04-03,2020-04-06,Same Day,CUST-7675,Home Office,India,Ahmedabad,Tamil Nadu,South,Office Supplies,Storage,Storage Product 93,1775.23,3,0.1,399.75
OID-105455,2021-11-24,2021-11-29,First Class,CUST-2664,Home Office,India,Mumbai,Telangana,South,Technology,Accessories,Accessories Product 256,384.98,5,0.4,27.44
OID-105456,2019-07-29,2019-08-05,First Class,CUST-9847,Corporate,India,Mumbai,West Bengal,West,Technology,Accessories,Accessories Product 20,1000.22,2,0.2,-60.53
OID-105457,2020-08-20,2020-08-22,Standard Class,CUST-2284,Corporate,India,Delhi,Delhi,East,Technology,Accessories,Accessories Product 272,1480.47,6,0.3,-280.08
OID-105458,2021-10-09,2021-10-13,Second Class,CUST-6414,Corporate,India,Delhi,Telangana,West,Furniture,Bookcases,Bookcases Product 131,1204.08,9,0.2,112.05
OID-105459,2019-07-20,2019-07-27,Same Day,CUST-8253,Home Office,India,Hyderabad,Gujarat,East,Technology,Accessories,Accessories Product 74,3924.54,4,0.3,-59.48
OID-105460,2022-01-24,2022-01-27,Standard Class,CUST-5187,Home Office,India,Chennai,Gujarat,South,Technology,Accessories,Accessories Product 286,1105.03,6,0.2,-95.57
OID-105461,2020-11-18,2020-11-25,First Class,CUST-9199,Consumer,India,Hyderabad,West Bengal,West,Technology,Phones,Phones Product 144,2789.29,8,0.0,-81.3
OID-105462,2020-05-31,2020-06-05,Standard Class,CUST-8651,Home Office,India,Ahmedabad,Telangana,West,Technology,Accessories,Accessories Product 291,1421.1,10,0.1,169.73
OID-105463,2020-06-03,2020-06-06,Same Day,CUST-4926,Home Office,India,Kolkata,Delhi,East,Furniture,Chairs,Chairs Product 277,994.04,3,0.0,32.86
OID-105464,2020-05-17,2020-05-21,First Class,CUST-3231,Consumer,India,Delhi,Delhi,West,Office Supplies,Art,Art Product 254,1661.61,8,0.0,-304.79
OID-105465,2019-04-02,2019-04-04,Same Day,CUST-7755,Home Office,India,Chennai,West Bengal,East,Technology,Copiers,Copiers Product 47,1378.47,1,0.4,-222.9
OID-105466,2022-12-08,2022-12-12,Second Class,CUST-3121,Consumer,India,Bangalore,Delhi,South,Office Supplies,Paper,Paper Product 126,3544.24,5,0.2,-225.65
OID-105467,2019-08-26,2019-08-28,Second Class,CUST-4890,Consumer,India,Bangalore,Delhi,South,Technology,Copiers,Copiers Product 126,66.73,1,0.4,14.47
OID-105468,2022-08-02,2022-08-08,First Class,CUST-1292,Consumer,India,Pune,Tamil Nadu,Central,Furniture,Chairs,Chairs Product 182,2005.45,7,0.1,-172.78
OID-105469,2022-04-05,2022-04-10,Standard Class,CUST-9828,Home Office,India,Mumbai,Tamil Nadu,South,Office Supplies,Labels,Labels Product 125,3129.88,10,0.0,-502.72
OID-105470,2023-02-07,2023-02-11,Standard Class,CUST-4969,Consumer,India,Chennai,Karnataka,East,Furniture,Chairs,Chairs Product 11,3364.82,5,0.1,871.81
OID-105471,2021-08-26,2021-08-29,Standard Class,CUST-3242,Corporate,India,Pune,Gujarat,West,Technology,Accessories,Accessories Product 228,1937.61,8,0.0,-180.12
OID-105472,2020-09-16,2020-09-22,Same Day,CUST-3926,Consumer,India,Hyderabad,Telangana,West,Technology,Copiers,Copiers Product 210,3145.15,5,0.0,-127.23
OID-105473,2020-04-14,2020-04-20,First Class,CUST-5612,Corporate,India,Kolkata,West Bengal,Central,Technology,Phones,Phones Product 160,4441.35,7,0.3,-585.4
OID-105474,2020-01-22,2020-01-28,Second Class,CUST-7658,Consumer,India,Hyderabad,Maharashtra,South,Furniture,Tables,Tables Product 45,457.9,4,0.2,-89.15
OID-105475,2019-08-22,2019-08-29,Same Day,CUST-2340,Corporate,India,Ahmedabad,Gujarat,West,Office Supplies,Binders,Binders Product 270,4315.2,7,0.4,-854.36
OID-105476,2021-10-26,2021-10-28,First Class,CUST-3133,Home Office,India,Chennai,Maharashtra,South,Technology,Copiers,Copiers Product 292,2038.14,9,0.4,74.96
OID-105477,2022-06-14,2022-06-20,Second Class,CUST-5323,Corporate,India,Hyderabad,Delhi,East,Office Supplies,Art,Art Product 171,3963.5,2,0.4,-712.4
OID-105478,2021-08-14,2021-08-19,Same Day,CUST-2526,Consumer,India,Chennai,West Bengal,South,Furniture,Furnishings,Furnishings Product 74,3297.84,4,0.1,38.61
OID-105479,2020-11-29,2020-12-03,First Class,CUST-7600,Corporate,India,Ahmedabad,West Bengal,Central,Furniture,Chairs,Chairs Product 133,4633.66,1,0.3,-462.19
OID-105480,2021-02-28,2021-03-03,Second Class,CUST-2517,Home Office,India,Hyderabad,Tamil Nadu,East,Office Supplies,Art,Art Product 4,4450.0,7,0.3,1162.45
OID-105481,2019-08-05,2019-08-06,Same Day,CUST-4662,Corporate,India,Chennai,Telangana,East,Furniture,Tables,Tables Product 246,3580.16,7,0.0,969.9
OID-105482,2021-06-25,2021-06-27,First Class,CUST-1229,Home Office,India,Pune,Telangana,South,Furniture,Bookcases,Bookcases Product 136,3295.01,10,0.2,521.89
OID-105483,2019-10-03,2019-10-10,Standard Class,CUST-7100,Home Office,India,Ahmedabad,Telangana,Central,Technology,Copiers,Copiers Product 202,211.26,4,0.4,24.49
OID-105484,2021-04-04,2021-04-06,Second Class,CUST-1818,Home Office,India,Delhi,Delhi,South,Office Supplies,Art,Art Product 38,2635.14,8,0.4,-143.22
OID-105485,2019-10-19,2019-10-25,Standard Class,CUST-7883,Consumer,India,Chennai,Maharashtra,Central,Office Supplies,Paper,Paper Product 155,4052.5,5,0.3,55.71
OID-105486,2021-06-22,2021-06-26,Standard Class,CUST-9428,Corporate,India,Chennai,Delhi,South,Furniture,Chairs,Chairs Product 265,1857.0,9,0.0,120.22
OID-105487,2020-11-08,2020-11-11,First Class,CUST-3756,Home Office,India,Ahmedabad,Maharashtra,South,Technology,Copiers,Copiers Product 63,3438.02,5,0.2,-424.79
OID-105488,2021-10-23,2021-10-26,Same Day,CUST-5333,Corporate,India,Mumbai,Tamil Nadu,East,Furniture,Furnishings,Furnishings Product 212,4231.71,7,0.1,534.93
OID-105489,2022-11-08,2022-11-13,Standard Class,CUST-9368,Consumer,India,Chennai,Gujarat,East,Office Supplies,Art,Art Product 182,1199.14,7,0.1,200.19
OID-105490,2022-03-07,2022-03-11,First Class,CUST-3960,Consumer,India,Ahmedabad,Karnataka,East,Furniture,Bookcases,Bookcases Product 271,1459.04,5,0.2,-31.93
OID-105491,2020-02-20,2020-02-23,Standard Class,CUST-9988,Corporate,India,Hyderabad,Gujarat,West,Office Supplies,Labels,Labels Product 198,664.69,2,0.1,160.51
OID-105492,2019-07-17,2019-07-18,Second Class,CUST-7209,Consumer,India,Pune,Gujarat,South,Furniture,Tables,Tables Product 128,1571.49,1,0.2,-41.2
OID-105493,2020-02-18,2020-02-21,Standard Class,CUST-2729,Corporate,India,Kolkata,Delhi,South,Furniture,Furnishings,Furnishings Product 73,265.42,9,0.0,-35.78
OID-105494,2022-06-04,2022-06-07,Same Day,CUST-1147,Corporate,India,Kolkata,Telangana,Central,Technology,Phones,Phones Product 198,1781.87,9,0.2,201.68
OID-105495,2019-04-30,2019-05-03,Standard Class,CUST-7751,Corporate,India,Delhi,Karnataka,West,Furniture,Chairs,Chairs Product 186,2254.74,5,0.3,247.06
OID-105496,2019-10-16,2019-10-19,Second Class,CUST-2882,Home Office,India,Delhi,West Bengal,East,Technology,Copiers,Copiers Product 87,860.36,1,0.3,-142.42
OID-105497,2022-10-14,2022-10-17,Second Class,CUST-7470,Consumer,India,Ahmedabad,Telangana,East,Furniture,Tables,Tables Product 50,4329.16,7,0.0,-777.09
OID-105498,2019-04-06,2019-04-10,Same Day,CUST-7154,Home Office,India,Ahmedabad,Maharashtra,South,Furniture,Furnishings,Furnishings Product 245,4407.47,4,0.4,715.57
OID-105499,2021-03-16,2021-03-21,First Class,CUST-7939,Home Office,India,Kolkata,Karnataka,West,Technology,Copiers,Copiers Product 30,2254.33,8,0.0,-39.01
OID-105500,2021-12-16,2021-12-18,Standard Class,CUST-2934,Consumer,India,Chennai,West Bengal,Central,Technology,Accessories,Accessories Product 244,2736.85,5,0.2,411.43
OID-105501,2022-09-18,2022-09-23,Second Class,CUST-9786,Consumer,India,Pune,Maharashtra,South,Office Supplies,Art,Art Product 59,163.46,6,0.3,24.18
OID-105502,2020-10-20,2020-10-26,Second Class,CUST-9100,Home Office,India,Bangalore,Gujarat,West,Office Supplies,Paper,Paper Product 285,2923.12,2,0.3,627.49
OID-105503,2022-02-25,2022-03-01,First Class,CUST-3792,Corporate,India,Mumbai,Telangana,South,Furniture,Furnishings,Furnishings Product 211,220.74,8,0.1,7.48
OID-105504,2020-11-03,2020-11-08,First Class,CUST-7770,Home Office,India,Kolkata,Tamil Nadu,Central,Technology,Phones,Phones Product 168,1591.51,4,0.1,-309.37
OID-105505,2020-02-07,2020-02-09,Standard Class,CUST-4626,Consumer,India,Mumbai,Karnataka,West,Technology,Accessories,Accessories Product 185,1047.13,6,0.1,48.6
OID-105506,2022-01-26,2022-01-28,Standard Class,CUST-3212,Corporate,India,Delhi,Gujarat,Central,Furniture,Tables,Tables Product 293,2885.69,3,0.0,-296.99
OID-105507,2020-04-11,2020-04-15,First Class,CUST-7500,Home Office,India,Pune,Delhi,Central,Office Supplies,Binders,Binders Product 283,2411.48,9,0.0,-253.63
OID-105508,2021-04-16,2021-04-20,Same Day,CUST-1544,Home Office,India,Mumbai,Telangana,South,Furniture,Chairs,Chairs Product 184,1179.21,10,0.4,87.24
OID-105509,2021-02-17,2021-02-18,Standard Class,CUST-2940,Home Office,India,Ahmedabad,Tamil Nadu,West,Office Supplies,Paper,Paper Product 271,889.31,2,0.0,-10.21
OID-105510,2019-11-27,2019-12-01,Standard Class,CUST-2027,Consumer,India,Bangalore,Maharashtra,West,Technology,Copiers,Copiers Product 46,4550.43,10,0.0,974.08
OID-105511,2019-08-24,2019-08-30,Second Class,CUST-2666,Home Office,India,Ahmedabad,Maharashtra,West,Furniture,Chairs,Chairs Product 38,3210.7,10,0.1,338.69
OID-105512,2022-03-08,2022-03-12,First Class,CUST-9491,Consumer,India,Mumbai,Karnataka,West,Office Supplies,Art,Art Product 242,4554.15,8,0.4,-786.18
OID-105513,2021-10-30,2021-10-31,Standard Class,CUST-6605,Home Office,India,Hyderabad,Telangana,East,Technology,Copiers,Copiers Product 184,3891.44,10,0.3,-643.05
OID-105514,2021-08-07,2021-08-10,First Class,CUST-7552,Consumer,India,Ahmedabad,Maharashtra,East,Technology,Machines,Machines Product 16,2567.46,9,0.1,619.08
OID-105515,2022-08-20,2022-08-23,First Class,CUST-5144,Consumer,India,Kolkata,Karnataka,South,Technology,Phones,Phones Product 220,1749.08,9,0.3,484.12
OID-105516,2019-02-19,2019-02-22,First Class,CUST-1381,Corporate,India,Ahmedabad,Maharashtra,Central,Furniture,Bookcases,Bookcases Product 44,956.52,4,0.1,-148.6
OID-105517,2019-08-10,2019-08-12,Second Class,CUST-9967,Home Office,India,Delhi,Tamil Nadu,East,Furniture,Furnishings,Furnishings Product 193,1967.84,7,0.0,-205.88
OID-105518,2021-12-19,2021-12-21,First Class,CUST-6426,Corporate,India,Chennai,Delhi,East,Office Supplies,Labels,Labels Product 129,85.51,2,0.0,-2.97
OID-105519,2021-10-04,2021-10-07,First Class,CUST-7212,Home Office,India,Mumbai,Tamil Nadu,Central,Furniture,Chairs,Chairs Product 52,2714.18,3,0.2,190.44
OID-105520,2021-11-19,2021-11-23,Same Day,CUST-9664,Consumer,India,Kolkata,Maharashtra,West,Technology,Machines,Machines Product 43,3542.74,3,0.0,622.87
OID-105521,2022-12-03,2022-12-09,Second Class,CUST-3904,Corporate,India,Bangalore,West Bengal,Central,Furniture,Furnishings,Furnishings Product 100,3121.32,3,0.4,639.49
OID-105522,2019-04-26,2019-05-01,Second Class,CUST-4711,Home Office,India,Chennai,Delhi,West,Technology,Copiers,Copiers Product 149,2067.61,2,0.4,-353.5
OID-105523,2019-02-20,2019-02-21,Same Day,CUST-5179,Consumer,India,Delhi,Telangana,South,Office Supplies,Labels,Labels Product 166,4288.41,3,0.0,-354.14
OID-105524,2022-03-21,2022-03-23,First Class,CUST-5132,Consumer,India,Delhi,Delhi,East,Technology,Accessories,Accessories Product 192,411.71,10,0.2,110.87
OID-105525,2019-06-30,2019-07-04,Standard Class,CUST-7774,Home Office,India,Chennai,Karnataka,South,Office Supplies,Storage,Storage Product 282,3330.88,4,0.4,412.55
OID-105526,2022-04-10,2022-04-14,Standard Class,CUST-1013,Consumer,India,Mumbai,Maharashtra,West,Office Supplies,Art,Art Product 97,1195.49,2,0.2,-127.84
OID-105527,2020-01-10,2020-01-13,Standard Class,CUST-1298,Home Office,India,Bangalore,Tamil Nadu,West,Technology,Copiers,Copiers Product 278,1495.47,4,0.0,-32.62
OID-105528,2021-12-08,2021-12-15,Same Day,CUST-7052,Home Office,India,Mumbai,Gujarat,East,Furniture,Tables,Tables Product 256,3216.24,2,0.3,104.81
OID-105529,2020-04-01,2020-04-08,Second Class,CUST-9216,Consumer,India,Chennai,Telangana,West,Office Supplies,Labels,Labels Product 147,478.22,8,0.1,-6.14
OID-105530,2021-10-02,2021-10-07,First Class,CUST-9341,Home Office,India,Mumbai,Karnataka,South,Technology,Accessories,Accessories Product 207,2345.92,8,0.1,693.71
OID-105531,2022-02-02,2022-02-06,Standard Class,CUST-7384,Home Office,India,Chennai,Gujarat,East,Technology,Machines,Machines Product 22,4091.03,5,0.2,-692.72
OID-105532,2021-08-09,2021-08-16,Same Day,CUST-3608,Consumer,India,Delhi,Delhi,South,Office Supplies,Labels,Labels Product 95,4526.34,3,0.0,-610.06
OID-105533,2022-10-19,2022-10-23,Second Class,CUST-3232,Consumer,India,Hyderabad,Gujarat,West,Office Supplies,Labels,Labels Product 57,3997.95,2,0.2,1168.23
OID-105534,2021-09-16,2021-09-19,Standard Class,CUST-7695,Corporate,India,Hyderabad,Delhi,East,Office Supplies,Binders,Binders Product 73,4278.27,6,0.3,831.64
OID-105535,2021-07-21,2021-07-26,Standard Class,CUST-7785,Corporate,India,Pune,Gujarat,South,Technology,Copiers,Copiers Product 128,2308.92,10,0.2,-157.57
OID-105536,2022-08-03,2022-08-04,First Class,CUST-5603,Home Office,India,Kolkata,Gujarat,South,Technology,Copiers,Copiers Product 71,4516.42,3,0.3,331.17
OID-105537,2021-08-11,2021-08-14,Second Class,CUST-5027,Corporate,India,Hyderabad,Maharashtra,East,Office Supplies,Art,Art Product 215,4603.83,8,0.1,36.34
OID-105538,2020-03-21,2020-03-27,Second Class,CUST-9588,Corporate,India,Ahmedabad,Maharashtra,South,Furniture,Bookcases,Bookcases Product 285,1534.96,6,0.3,264.23
OID-105539,2020-02-17,2020-02-19,Second Class,CUST-4855,Corporate,India,Delhi,Tamil Nadu,South,Furniture,Chairs,Chairs Product 85,3743.16,2,0.4,1019.05
OID-105540,2022-08-12,2022-08-16,Standard Class,CUST-9235,Consumer,India,Mumbai,West Bengal,Central,Technology,Accessories,Accessories Product 300,3541.97,1,0.1,-279.07
OID-105541,2021-09-19,2021-09-23,Same Day,CUST-8794,Home Office,India,Pune,Delhi,Central,Furniture,Chairs,Chairs Product 79,884.48,8,0.4,162.16
OID-105542,2019-07-29,2019-07-30,Standard Class,CUST-2758,Corporate,India,Kolkata,Maharashtra,West,Furniture,Furnishings,Furnishings Product 57,4697.04,6,0.1,-120.09
OID-105543,2022-01-07,2022-01-09,Second Class,CUST-5517,Home Office,India,Mumbai,Maharashtra,South,Technology,Machines,Machines Product 39,4033.45,2,0.4,-211.3
OID-105544,2022-04-15,2022-04-20,First Class,CUST-1987,Consumer,India,Bangalore,West Bengal,South,Technology,Machines,Machines Product 195,3709.36,3,0.3,-365.67
OID-105545,2022-01-17,2022-01-19,Second Class,CUST-9700,Corporate,India,Delhi,Karnataka,South,Furniture,Bookcases,Bookcases Product 199,1560.59,10,0.1,310.59
OID-105546,2022-01-03,2022-01-06,Second Class,CUST-7619,Consumer,India,Chennai,Karnataka,South,Technology,Machines,Machines Product 200,1107.88,8,0.3,-92.37
OID-105547,2021-02-05,2021-02-10,Standard Class,CUST-9858,Consumer,India,Chennai,Tamil Nadu,Central,Furniture,Chairs,Chairs Product 250,2599.16,6,0.0,720.43
OID-105548,2021-10-25,2021-10-29,Standard Class,CUST-6861,Corporate,India,Bangalore,Telangana,South,Office Supplies,Art,Art Product 288,3703.93,10,0.4,81.0
OID-105549,2022-05-07,2022-05-11,First Class,CUST-4228,Consumer,India,Kolkata,Telangana,South,Furniture,Chairs,Chairs Product 196,3315.6,8,0.0,-497.32
OID-105550,2022-01-26,2022-01-28,Standard Class,CUST-8667,Corporate,India,Mumbai,Delhi,West,Office Supplies,Storage,Storage Product 30,2437.27,2,0.3,480.91
OID-105551,2021-10-21,2021-10-23,Standard Class,CUST-7615,Home Office,India,Chennai,Gujarat,South,Furniture,Bookcases,Bookcases Product 239,3768.97,8,0.1,963.1
OID-105552,2022-12-09,2022-12-11,Same Day,CUST-2015,Corporate,India,Kolkata,West Bengal,East,Office Supplies,Storage,Storage Product 122,2022.54,4,0.1,152.61
OID-105553,2021-04-28,2021-05-04,First Class,CUST-9121,Consumer,India,Kolkata,Karnataka,West,Technology,Accessories,Accessories Product 222,598.18,8,0.3,31.05
OID-105554,2022-10-02,2022-10-05,Second Class,CUST-1450,Corporate,India,Bangalore,West Bengal,East,Furniture,Tables,Tables Product 149,2306.0,6,0.3,-332.97
OID-105555,2019-11-21,2019-11-23,Standard Class,CUST-8932,Consumer,India,Pune,Maharashtra,West,Technology,Machines,Machines Product 2,207.62,7,0.2,-34.73
OID-105556,2020-07-26,2020-07-30,Standard Class,CUST-9344,Consumer,India,Ahmedabad,Delhi,South,Technology,Machines,Machines Product 213,1932.88,8,0.4,208.0
OID-105557,2021-10-01,2021-10-02,First Class,CUST-2971,Home Office,India,Bangalore,Tamil Nadu,East,Technology,Accessories,Accessories Product 63,2155.81,4,0.2,-291.54
OID-105558,2020-01-09,2020-01-16,Second Class,CUST-4403,Consumer,India,Chennai,West Bengal,East,Furniture,Furnishings,Furnishings Product 56,4222.71,10,0.2,-419.05
OID-105559,2022-04-30,2022-05-06,First Class,CUST-9571,Home Office,India,Mumbai,Gujarat,East,Technology,Accessories,Accessories Product 147,1739.48,10,0.1,-250.1
OID-105560,2020-11-25,2020-11-30,Second Class,CUST-9779,Consumer,India,Pune,West Bengal,Central,Furniture,Chairs,Chairs Product 265,468.5,5,0.1,-44.5
OID-105561,2020-05-24,2020-05-29,Second Class,CUST-6243,Home Office,India,Kolkata,Tamil Nadu,West,Office Supplies,Storage,Storage Product 251,3930.39,7,0.4,552.18
OID-105562,2021-02-24,2021-03-02,First Class,CUST-6381,Consumer,India,Hyderabad,Gujarat,South,Furniture,Tables,Tables Product 169,2785.54,3,0.4,442.17
OID-105563,2019-01-31,2019-02-03,Same Day,CUST-7188,Consumer,India,Mumbai,Karnataka,Central,Furniture,Furnishings,Furnishings Product 29,3304.49,2,0.0,987.0
OID-105564,2019-06-13,2019-06-17,Second Class,CUST-2621,Home Office,India,Mumbai,Maharashtra,West,Office Supplies,Paper,Paper Product 200,4903.27,8,0.3,358.7
OID-105565,2020-09-27,2020-09-29,First Class,CUST-7290,Consumer,India,Delhi,Delhi,East,Office Supplies,Labels,Labels Product 104,3528.07,6,0.1,50.0
OID-105566,2020-08-15,2020-08-21,First Class,CUST-2009,Home Office,India,Mumbai,Tamil Nadu,Central,Office Supplies,Paper,Paper Product 10,2680.42,1,0.3,593.16
OID-105567,2021-02-18,2021-02-23,Same Day,CUST-9656,Consumer,India,Pune,Tamil Nadu,East,Office Supplies,Paper,Paper Product 103,4037.24,10,0.4,892.25
OID-105568,2019-01-18,2019-01-21,Standard Class,CUST-8188,Corporate,India,Delhi,Maharashtra,Central,Office Supplies,Storage,Storage Product 286,2402.75,1,0.4,250.76
OID-105569,2022-07-08,2022-07-15,Second Class,CUST-6371,Consumer,India,Chennai,Karnataka,West,Technology,Phones,Phones Product 76,4387.31,6,0.3,215.79
OID-105570,2020-07-21,2020-07-25,Second Class,CUST-2899,Home Office,India,Chennai,West Bengal,West,Furniture,Chairs,Chairs Product 288,1867.22,4,0.3,60.43
OID-105571,2021-08-06,2021-08-10,First Class,CUST-4881,Corporate,India,Chennai,Tamil Nadu,Central,Technology,Accessories,Accessories Product 32,4889.2,4,0.4,-502.69
